Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249	134	-17	17	4249
135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262	135	-13	13	4262
136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280	136	-117	18	4280
137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304	137	-123	24	4304
138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319	138	-15	15	4319
139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338	139	-19	19	4338
140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364	140	-125	26	4364
141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377	141	-13	13	4377
142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390	142	-13	13	4390
143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403	143	-13	13	4403
144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416	144	-13	13	4416
145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429	145	-13	13	4429
146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442	146	-13	13	4442
147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455	147	-13	13	4455
148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470	148	-15	15	4470
149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483	149	-13	13	4483
150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497	150	-14	14	4497
151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512	151	-15	15	4512
152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525	152	-13	13	4525
153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548	153	-122	23	4548
154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571	154	-122	23	4571
155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588	155	-17	17	4588
156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601	156	-13	13	4601
157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616	157	-15	15	4616
158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634	158	-117	18	4634
159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647	159	-13	13	4647
160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668	160	-318	21	4668
161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681	161	-13	13	4681
162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697	162	-115	16	4697
163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710	163	-13	13	4710
164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723	164	-13	13	4723
165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742	165	-118	19	4742
166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755	166	-13	13	4755
167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768	167	-13	13	4768
168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781	168	-13	13	4781
169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810	169	-227	29	4810
170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828	170	-117	18	4828
171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841	171	-13	13	4841
172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855	172	-14	14	4855
173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870	173	-15	15	4870
174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885	174	-15	15	4885
175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904	175	-19	19	4904
176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917	176	-13	13	4917
177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930	177	-13	13	4930
178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968	178	-236	38	4968
179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981	179	-13	13	4981
180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998	180	-17	17	4998
181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011	181	-13	13	5011
182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027	182	-115	16	5027
183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040	183	-13	13	5040
184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055	184	-15	15	5055
185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073	185	-18	18	5073
186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086	186	-13	13	5086
187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103	187	-17	17	5103
188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120	188	-17	17	5120
189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135	189	-15	15	5135
190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158	190	-122	23	5158
191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173	191	-15	15	5173
192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187	192	-14	14	5187
193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210	193	-122	23	5210
194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229	194	-118	19	5229
195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242	195	-13	13	5242
196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259	196	-116	17	5259
197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272	197	-13	13	5272
198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289	198	-17	17	5289
199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302	199	-13	13	5302
