Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
169	-109.0	109	28353	169	-109.0	109	28353	169	-109.0	109	28353	169	-109.0	109	28353	169	-109.0	109	28353	169	-109.0	109	28353	169	-109.0	109	28353	169	-109.0	109	28353	169	-109.0	109	28353	169	-109.0	109	28353	169	-109.0	109	28353	169	-109.0	109	28353	169	-109.0	109	28353
170	-108.0	108	28461	170	-108.0	108	28461	170	-108.0	108	28461	170	-108.0	108	28461	170	-108.0	108	28461	170	-108.0	108	28461	170	-108.0	108	28461	170	-108.0	108	28461	170	-108.0	108	28461	170	-108.0	108	28461	170	-108.0	108	28461	170	-108.0	108	28461	170	-108.0	108	28461
171	-105.0	105	28566	171	-105.0	105	28566	171	-105.0	105	28566	171	-105.0	105	28566	171	-105.0	105	28566	171	-105.0	105	28566	171	-105.0	105	28566	171	-105.0	105	28566	171	-105.0	105	28566	171	-105.0	105	28566	171	-105.0	105	28566	171	-105.0	105	28566	171	-105.0	105	28566
172	-87.0	87	28653	172	-87.0	87	28653	172	-87.0	87	28653	172	-87.0	87	28653	172	-87.0	87	28653	172	-87.0	87	28653	172	-87.0	87	28653	172	-87.0	87	28653	172	-87.0	87	28653	172	-87.0	87	28653	172	-87.0	87	28653	172	-87.0	87	28653	172	-87.0	87	28653
173	-86.0	86	28739	173	-86.0	86	28739	173	-86.0	86	28739	173	-86.0	86	28739	173	-86.0	86	28739	173	-86.0	86	28739	173	-86.0	86	28739	173	-86.0	86	28739	173	-86.0	86	28739	173	-86.0	86	28739	173	-86.0	86	28739	173	-86.0	86	28739	173	-86.0	86	28739
174	-150.0	150	28889	174	-150.0	150	28889	174	-150.0	150	28889	174	-150.0	150	28889	174	-150.0	150	28889	174	-150.0	150	28889	174	-150.0	150	28889	174	-150.0	150	28889	174	-150.0	150	28889	174	-150.0	150	28889	174	-150.0	150	28889	174	-150.0	150	28889	174	-150.0	150	28889
175	-107.0	107	28996	175	-107.0	107	28996	175	-107.0	107	28996	175	-107.0	107	28996	175	-107.0	107	28996	175	-107.0	107	28996	175	-107.0	107	28996	175	-107.0	107	28996	175	-107.0	107	28996	175	-107.0	107	28996	175	-107.0	107	28996	175	-107.0	107	28996	175	-107.0	107	28996
176	-106.0	106	29102	176	-106.0	106	29102	176	-106.0	106	29102	176	-106.0	106	29102	176	-106.0	106	29102	176	-106.0	106	29102	176	-106.0	106	29102	176	-106.0	106	29102	176	-106.0	106	29102	176	-106.0	106	29102	176	-106.0	106	29102	176	-106.0	106	29102	176	-106.0	106	29102
177	-105.0	105	29207	177	-105.0	105	29207	177	-105.0	105	29207	177	-105.0	105	29207	177	-105.0	105	29207	177	-105.0	105	29207	177	-105.0	105	29207	177	-105.0	105	29207	177	-105.0	105	29207	177	-105.0	105	29207	177	-105.0	105	29207	177	-105.0	105	29207	177	-105.0	105	29207
178	-151.0	151	29358	178	-151.0	151	29358	178	-151.0	151	29358	178	-151.0	151	29358	178	-151.0	151	29358	178	-151.0	151	29358	178	-151.0	151	29358	178	-151.0	151	29358	178	-151.0	151	29358	178	-151.0	151	29358	178	-151.0	151	29358	178	-151.0	151	29358	178	-151.0	151	29358
179	-108.0	108	29466	179	-108.0	108	29466	179	-108.0	108	29466	179	-108.0	108	29466	179	-108.0	108	29466	179	-108.0	108	29466	179	-108.0	108	29466	179	-108.0	108	29466	179	-108.0	108	29466	179	-108.0	108	29466	179	-108.0	108	29466	179	-108.0	108	29466	179	-108.0	108	29466
180	-162.0	162	29628	180	-162.0	162	29628	180	-162.0	162	29628	180	-162.0	162	29628	180	-162.0	162	29628	180	-162.0	162	29628	180	-162.0	162	29628	180	-162.0	162	29628	180	-162.0	162	29628	180	-162.0	162	29628	180	-162.0	162	29628	180	-162.0	162	29628	180	-162.0	162	29628
181	-109.0	109	29737	181	-109.0	109	29737	181	-109.0	109	29737	181	-109.0	109	29737	181	-109.0	109	29737	181	-109.0	109	29737	181	-109.0	109	29737	181	-109.0	109	29737	181	-109.0	109	29737	181	-109.0	109	29737	181	-109.0	109	29737	181	-109.0	109	29737	181	-109.0	109	29737
182	-109.0	109	29846	182	-109.0	109	29846	182	-109.0	109	29846	182	-109.0	109	29846	182	-109.0	109	29846	182	-109.0	109	29846	182	-109.0	109	29846	182	-109.0	109	29846	182	-109.0	109	29846	182	-109.0	109	29846	182	-109.0	109	29846	182	-109.0	109	29846	182	-109.0	109	29846
183	-105.0	105	29951	183	-105.0	105	29951	183	-105.0	105	29951	183	-105.0	105	29951	183	-105.0	105	29951	183	-105.0	105	29951	183	-105.0	105	29951	183	-105.0	105	29951	183	-105.0	105	29951	183	-105.0	105	29951	183	-105.0	105	29951	183	-105.0	105	29951	183	-105.0	105	29951
184	-108.0	108	30059	184	-108.0	108	30059	184	-108.0	108	30059	184	-108.0	108	30059	184	-108.0	108	30059	184	-108.0	108	30059	184	-108.0	108	30059	184	-108.0	108	30059	184	-108.0	108	30059	184	-108.0	108	30059	184	-108.0	108	30059	184	-108.0	108	30059	184	-108.0	108	30059
185	-150.0	150	30209	185	-150.0	150	30209	185	-150.0	150	30209	185	-150.0	150	30209	185	-150.0	150	30209	185	-150.0	150	30209	185	-150.0	150	30209	185	-150.0	150	30209	185	-150.0	150	30209	185	-150.0	150	30209	185	-150.0	150	30209	185	-150.0	150	30209	185	-150.0	150	30209
186	-114.0	114	30323	186	-114.0	114	30323	186	-114.0	114	30323	186	-114.0	114	30323	186	-114.0	114	30323	186	-114.0	114	30323	186	-114.0	114	30323	186	-114.0	114	30323	186	-114.0	114	30323	186	-114.0	114	30323	186	-114.0	114	30323	186	-114.0	114	30323	186	-114.0	114	30323
187	-105.0	105	30428	187	-105.0	105	30428	187	-105.0	105	30428	187	-105.0	105	30428	187	-105.0	105	30428	187	-105.0	105	30428	187	-105.0	105	30428	187	-105.0	105	30428	187	-105.0	105	30428	187	-105.0	105	30428	187	-105.0	105	30428	187	-105.0	105	30428	187	-105.0	105	30428
188	-158.0	158	30586	188	-158.0	158	30586	188	-158.0	158	30586	188	-158.0	158	30586	188	-158.0	158	30586	188	-158.0	158	30586	188	-158.0	158	30586	188	-158.0	158	30586	188	-158.0	158	30586	188	-158.0	158	30586	188	-158.0	158	30586	188	-158.0	158	30586	188	-158.0	158	30586
189	-106.0	106	30692	189	-106.0	106	30692	189	-106.0	106	30692	189	-106.0	106	30692	189	-106.0	106	30692	189	-106.0	106	30692	189	-106.0	106	30692	189	-106.0	106	30692	189	-106.0	106	30692	189	-106.0	106	30692	189	-106.0	106	30692	189	-106.0	106	30692	189	-106.0	106	30692
190	-107.0	107	30799	190	-107.0	107	30799	190	-107.0	107	30799	190	-107.0	107	30799	190	-107.0	107	30799	190	-107.0	107	30799	190	-107.0	107	30799	190	-107.0	107	30799	190	-107.0	107	30799	190	-107.0	107	30799	190	-107.0	107	30799	190	-107.0	107	30799	190	-107.0	107	30799
191	-158.0	158	30957	191	-158.0	158	30957	191	-158.0	158	30957	191	-158.0	158	30957	191	-158.0	158	30957	191	-158.0	158	30957	191	-158.0	158	30957	191	-158.0	158	30957	191	-158.0	158	30957	191	-158.0	158	30957	191	-158.0	158	30957	191	-158.0	158	30957	191	-158.0	158	30957
192	-136.0	136	31093	192	-136.0	136	31093	192	-136.0	136	31093	192	-136.0	136	31093	192	-136.0	136	31093	192	-136.0	136	31093	192	-136.0	136	31093	192	-136.0	136	31093	192	-136.0	136	31093	192	-136.0	136	31093	192	-136.0	136	31093	192	-136.0	136	31093	192	-136.0	136	31093
193	-158.0	158	31251	193	-158.0	158	31251	193	-158.0	158	31251	193	-158.0	158	31251	193	-158.0	158	31251	193	-158.0	158	31251	193	-158.0	158	31251	193	-158.0	158	31251	193	-158.0	158	31251	193	-158.0	158	31251	193	-158.0	158	31251	193	-158.0	158	31251	193	-158.0	158	31251
194	-112.0	112	31363	194	-112.0	112	31363	194	-112.0	112	31363	194	-112.0	112	31363	194	-112.0	112	31363	194	-112.0	112	31363	194	-112.0	112	31363	194	-112.0	112	31363	194	-112.0	112	31363	194	-112.0	112	31363	194	-112.0	112	31363	194	-112.0	112	31363	194	-112.0	112	31363
195	-175.0	175	31538	195	-175.0	175	31538	195	-175.0	175	31538	195	-175.0	175	31538	195	-175.0	175	31538	195	-175.0	175	31538	195	-175.0	175	31538	195	-175.0	175	31538	195	-175.0	175	31538	195	-175.0	175	31538	195	-175.0	175	31538	195	-175.0	175	31538	195	-175.0	175	31538
196	-140.0	140	31678	196	-140.0	140	31678	196	-140.0	140	31678	196	-140.0	140	31678	196	-140.0	140	31678	196	-140.0	140	31678	196	-140.0	140	31678	196	-140.0	140	31678	196	-140.0	140	31678	196	-140.0	140	31678	196	-140.0	140	31678	196	-140.0	140	31678	196	-140.0	140	31678
197	-138.0	138	31816	197	-138.0	138	31816	197	-138.0	138	31816	197	-138.0	138	31816	197	-138.0	138	31816	197	-138.0	138	31816	197	-138.0	138	31816	197	-138.0	138	31816	197	-138.0	138	31816	197	-138.0	138	31816	197	-138.0	138	31816	197	-138.0	138	31816	197	-138.0	138	31816
198	-94.0	94	31910	198	-94.0	94	31910	198	-94.0	94	31910	198	-94.0	94	31910	198	-94.0	94	31910	198	-94.0	94	31910	198	-94.0	94	31910	198	-94.0	94	31910	198	-94.0	94	31910	198	-94.0	94	31910	198	-94.0	94	31910	198	-94.0	94	31910	198	-94.0	94	31910
199	-137.0	137	32047	199	-137.0	137	32047	199	-137.0	137	32047	199	-137.0	137	32047	199	-137.0	137	32047	199	-137.0	137	32047	199	-137.0	137	32047	199	-137.0	137	32047	199	-137.0	137	32047	199	-137.0	137	32047	199	-137.0	137	32047	199	-137.0	137	32047	199	-137.0	137	32047
200	-137.0	137	32184	200	-137.0	137	32184	200	-137.0	137	32184	200	-137.0	137	32184	200	-137.0	137	32184	200	-137.0	137	32184	200	-137.0	137	32184	200	-137.0	137	32184	200	-137.0	137	32184	200	-137.0	137	32184	200	-137.0	137	32184	200	-137.0	137	32184	200	-137.0	137	32184
201	-139.0	139	32323	201	-139.0	139	32323	201	-139.0	139	32323	201	-139.0	139	32323	201	-139.0	139	32323	201	-139.0	139	32323	201	-139.0	139	32323	201	-139.0	139	32323	201	-139.0	139	32323	201	-139.0	139	32323	201	-139.0	139	32323	201	-139.0	139	32323	201	-139.0	139	32323
202	-163.0	163	32486	202	-163.0	163	32486	202	-163.0	163	32486	202	-163.0	163	32486	202	-163.0	163	32486	202	-163.0	163	32486	202	-163.0	163	32486	202	-163.0	163	32486	202	-163.0	163	32486	202	-163.0	163	32486	202	-163.0	163	32486	202	-163.0	163	32486	202	-163.0	163	32486
203	-169.0	169	32655	203	-169.0	169	32655	203	-169.0	169	32655	203	-169.0	169	32655	203	-169.0	169	32655	203	-169.0	169	32655	203	-169.0	169	32655	203	-169.0	169	32655	203	-169.0	169	32655	203	-169.0	169	32655	203	-169.0	169	32655	203	-169.0	169	32655	203	-169.0	169	32655
204	-134.0	134	32789	204	-134.0	134	32789	204	-134.0	134	32789	204	-134.0	134	32789	204	-134.0	134	32789	204	-134.0	134	32789	204	-134.0	134	32789	204	-134.0	134	32789	204	-134.0	134	32789	204	-134.0	134	32789	204	-134.0	134	32789	204	-134.0	134	32789	204	-134.0	134	32789
205	-159.0	159	32948	205	-159.0	159	32948	205	-159.0	159	32948	205	-159.0	159	32948	205	-159.0	159	32948	205	-159.0	159	32948	205	-159.0	159	32948	205	-159.0	159	32948	205	-159.0	159	32948	205	-159.0	159	32948	205	-159.0	159	32948	205	-159.0	159	32948	205	-159.0	159	32948
206	-156.0	156	33104	206	-156.0	156	33104	206	-156.0	156	33104	206	-156.0	156	33104	206	-156.0	156	33104	206	-156.0	156	33104	206	-156.0	156	33104	206	-156.0	156	33104	206	-156.0	156	33104	206	-156.0	156	33104	206	-156.0	156	33104	206	-156.0	156	33104	206	-156.0	156	33104
207	-133.0	133	33237	207	-133.0	133	33237	207	-133.0	133	33237	207	-133.0	133	33237	207	-133.0	133	33237	207	-133.0	133	33237	207	-133.0	133	33237	207	-133.0	133	33237	207	-133.0	133	33237	207	-133.0	133	33237	207	-133.0	133	33237	207	-133.0	133	33237	207	-133.0	133	33237
208	-141.0	141	33378	208	-141.0	141	33378	208	-141.0	141	33378	208	-141.0	141	33378	208	-141.0	141	33378	208	-141.0	141	33378	208	-141.0	141	33378	208	-141.0	141	33378	208	-141.0	141	33378	208	-141.0	141	33378	208	-141.0	141	33378	208	-141.0	141	33378	208	-141.0	141	33378
209	-141.0	141	33519	209	-141.0	141	33519	209	-141.0	141	33519	209	-141.0	141	33519	209	-141.0	141	33519	209	-141.0	141	33519	209	-141.0	141	33519	209	-141.0	141	33519	209	-141.0	141	33519	209	-141.0	141	33519	209	-141.0	141	33519	209	-141.0	141	33519	209	-141.0	141	33519
210	-154.0	154	33673	210	-154.0	154	33673	210	-154.0	154	33673	210	-154.0	154	33673	210	-154.0	154	33673	210	-154.0	154	33673	210	-154.0	154	33673	210	-154.0	154	33673	210	-154.0	154	33673	210	-154.0	154	33673	210	-154.0	154	33673	210	-154.0	154	33673	210	-154.0	154	33673
211	-163.0	163	33836	211	-163.0	163	33836	211	-163.0	163	33836	211	-163.0	163	33836	211	-163.0	163	33836	211	-163.0	163	33836	211	-163.0	163	33836	211	-163.0	163	33836	211	-163.0	163	33836	211	-163.0	163	33836	211	-163.0	163	33836	211	-163.0	163	33836	211	-163.0	163	33836
212	-138.0	138	33974	212	-138.0	138	33974	212	-138.0	138	33974	212	-138.0	138	33974	212	-138.0	138	33974	212	-138.0	138	33974	212	-138.0	138	33974	212	-138.0	138	33974	212	-138.0	138	33974	212	-138.0	138	33974	212	-138.0	138	33974	212	-138.0	138	33974	212	-138.0	138	33974
213	-117.0	117	34091	213	-117.0	117	34091	213	-117.0	117	34091	213	-117.0	117	34091	213	-117.0	117	34091	213	-117.0	117	34091	213	-117.0	117	34091	213	-117.0	117	34091	213	-117.0	117	34091	213	-117.0	117	34091	213	-117.0	117	34091	213	-117.0	117	34091	213	-117.0	117	34091
214	-108.0	108	34199	214	-108.0	108	34199	214	-108.0	108	34199	214	-108.0	108	34199	214	-108.0	108	34199	214	-108.0	108	34199	214	-108.0	108	34199	214	-108.0	108	34199	214	-108.0	108	34199	214	-108.0	108	34199	214	-108.0	108	34199	214	-108.0	108	34199	214	-108.0	108	34199
215	-117.0	117	34316	215	-117.0	117	34316	215	-117.0	117	34316	215	-117.0	117	34316	215	-117.0	117	34316	215	-117.0	117	34316	215	-117.0	117	34316	215	-117.0	117	34316	215	-117.0	117	34316	215	-117.0	117	34316	215	-117.0	117	34316	215	-117.0	117	34316	215	-117.0	117	34316
216	-156.0	156	34472	216	-156.0	156	34472	216	-156.0	156	34472	216	-156.0	156	34472	216	-156.0	156	34472	216	-156.0	156	34472	216	-156.0	156	34472	216	-156.0	156	34472	216	-156.0	156	34472	216	-156.0	156	34472	216	-156.0	156	34472	216	-156.0	156	34472	216	-156.0	156	34472
217	-109.0	109	34581	217	-109.0	109	34581	217	-109.0	109	34581	217	-109.0	109	34581	217	-109.0	109	34581	217	-109.0	109	34581	217	-109.0	109	34581	217	-109.0	109	34581	217	-109.0	109	34581	217	-109.0	109	34581	217	-109.0	109	34581	217	-109.0	109	34581	217	-109.0	109	34581
218	-115.0	115	34696	218	-115.0	115	34696	218	-115.0	115	34696	218	-115.0	115	34696	218	-115.0	115	34696	218	-115.0	115	34696	218	-115.0	115	34696	218	-115.0	115	34696	218	-115.0	115	34696	218	-115.0	115	34696	218	-115.0	115	34696	218	-115.0	115	34696	218	-115.0	115	34696
219	-109.0	109	34805	219	-109.0	109	34805	219	-109.0	109	34805	219	-109.0	109	34805	219	-109.0	109	34805	219	-109.0	109	34805	219	-109.0	109	34805	219	-109.0	109	34805	219	-109.0	109	34805	219	-109.0	109	34805	219	-109.0	109	34805	219	-109.0	109	34805	219	-109.0	109	34805
220	-111.0	111	34916	220	-111.0	111	34916	220	-111.0	111	34916	220	-111.0	111	34916	220	-111.0	111	34916	220	-111.0	111	34916	220	-111.0	111	34916	220	-111.0	111	34916	220	-111.0	111	34916	220	-111.0	111	34916	220	-111.0	111	34916	220	-111.0	111	34916	220	-111.0	111	34916
221	-112.0	112	35028	221	-112.0	112	35028	221	-112.0	112	35028	221	-112.0	112	35028	221	-112.0	112	35028	221	-112.0	112	35028	221	-112.0	112	35028	221	-112.0	112	35028	221	-112.0	112	35028	221	-112.0	112	35028	221	-112.0	112	35028	221	-112.0	112	35028	221	-112.0	112	35028
222	-106.0	106	35134	222	-106.0	106	35134	222	-106.0	106	35134	222	-106.0	106	35134	222	-106.0	106	35134	222	-106.0	106	35134	222	-106.0	106	35134	222	-106.0	106	35134	222	-106.0	106	35134	222	-106.0	106	35134	222	-106.0	106	35134	222	-106.0	106	35134	222	-106.0	106	35134
223	-109.0	109	35243	223	-109.0	109	35243	223	-109.0	109	35243	223	-109.0	109	35243	223	-109.0	109	35243	223	-109.0	109	35243	223	-109.0	109	35243	223	-109.0	109	35243	223	-109.0	109	35243	223	-109.0	109	35243	223	-109.0	109	35243	223	-109.0	109	35243	223	-109.0	109	35243
224	-106.0	106	35349	224	-106.0	106	35349	224	-106.0	106	35349	224	-106.0	106	35349	224	-106.0	106	35349	224	-106.0	106	35349	224	-106.0	106	35349	224	-106.0	106	35349	224	-106.0	106	35349	224	-106.0	106	35349	224	-106.0	106	35349	224	-106.0	106	35349	224	-106.0	106	35349
225	-105.0	105	35454	225	-105.0	105	35454	225	-105.0	105	35454	225	-105.0	105	35454	225	-105.0	105	35454	225	-105.0	105	35454	225	-105.0	105	35454	225	-105.0	105	35454	225	-105.0	105	35454	225	-105.0	105	35454	225	-105.0	105	35454	225	-105.0	105	35454	225	-105.0	105	35454
226	-90.0	90	35544	226	-90.0	90	35544	226	-90.0	90	35544	226	-90.0	90	35544	226	-90.0	90	35544	226	-90.0	90	35544	226	-90.0	90	35544	226	-90.0	90	35544	226	-90.0	90	35544	226	-90.0	90	35544	226	-90.0	90	35544	226	-90.0	90	35544	226	-90.0	90	35544
227	-103.0	103	35647	227	-103.0	103	35647	227	-103.0	103	35647	227	-103.0	103	35647	227	-103.0	103	35647	227	-103.0	103	35647	227	-103.0	103	35647	227	-103.0	103	35647	227	-103.0	103	35647	227	-103.0	103	35647	227	-103.0	103	35647	227	-103.0	103	35647	227	-103.0	103	35647
228	-90.0	90	35737	228	-90.0	90	35737	228	-90.0	90	35737	228	-90.0	90	35737	228	-90.0	90	35737	228	-90.0	90	35737	228	-90.0	90	35737	228	-90.0	90	35737	228	-90.0	90	35737	228	-90.0	90	35737	228	-90.0	90	35737	228	-90.0	90	35737	228	-90.0	90	35737
229	-103.0	103	35840	229	-103.0	103	35840	229	-103.0	103	35840	229	-103.0	103	35840	229	-103.0	103	35840	229	-103.0	103	35840	229	-103.0	103	35840	229	-103.0	103	35840	229	-103.0	103	35840	229	-103.0	103	35840	229	-103.0	103	35840	229	-103.0	103	35840	229	-103.0	103	35840
230	-150.0	150	35990	230	-150.0	150	35990	230	-150.0	150	35990	230	-150.0	150	35990	230	-150.0	150	35990	230	-150.0	150	35990	230	-150.0	150	35990	230	-150.0	150	35990	230	-150.0	150	35990	230	-150.0	150	35990	230	-150.0	150	35990	230	-150.0	150	35990	230	-150.0	150	35990
231	-85.0	85	36075	231	-85.0	85	36075	231	-85.0	85	36075	231	-85.0	85	36075	231	-85.0	85	36075	231	-85.0	85	36075	231	-85.0	85	36075	231	-85.0	85	36075	231	-85.0	85	36075	231	-85.0	85	36075	231	-85.0	85	36075	231	-85.0	85	36075	231	-85.0	85	36075
232	-135.0	135	36210	232	-135.0	135	36210	232	-135.0	135	36210	232	-135.0	135	36210	232	-135.0	135	36210	232	-135.0	135	36210	232	-135.0	135	36210	232	-135.0	135	36210	232	-135.0	135	36210	232	-135.0	135	36210	232	-135.0	135	36210	232	-135.0	135	36210	232	-135.0	135	36210
233	-169.0	169	36379	233	-169.0	169	36379	233	-169.0	169	36379	233	-169.0	169	36379	233	-169.0	169	36379	233	-169.0	169	36379	233	-169.0	169	36379	233	-169.0	169	36379	233	-169.0	169	36379	233	-169.0	169	36379	233	-169.0	169	36379	233	-169.0	169	36379	233	-169.0	169	36379
234	-143.0	143	36522	234	-143.0	143	36522	234	-143.0	143	36522	234	-143.0	143	36522	234	-143.0	143	36522	234	-143.0	143	36522	234	-143.0	143	36522	234	-143.0	143	36522	234	-143.0	143	36522	234	-143.0	143	36522	234	-143.0	143	36522	234	-143.0	143	36522	234	-143.0	143	36522
235	-106.0	106	36628	235	-106.0	106	36628	235	-106.0	106	36628	235	-106.0	106	36628	235	-106.0	106	36628	235	-106.0	106	36628	235	-106.0	106	36628	235	-106.0	106	36628	235	-106.0	106	36628	235	-106.0	106	36628	235	-106.0	106	36628	235	-106.0	106	36628	235	-106.0	106	36628
236	-137.0	137	36765	236	-137.0	137	36765	236	-137.0	137	36765	236	-137.0	137	36765	236	-137.0	137	36765	236	-137.0	137	36765	236	-137.0	137	36765	236	-137.0	137	36765	236	-137.0	137	36765	236	-137.0	137	36765	236	-137.0	137	36765	236	-137.0	137	36765	236	-137.0	137	36765
237	-106.0	106	36871	237	-106.0	106	36871	237	-106.0	106	36871	237	-106.0	106	36871	237	-106.0	106	36871	237	-106.0	106	36871	237	-106.0	106	36871	237	-106.0	106	36871	237	-106.0	106	36871	237	-106.0	106	36871	237	-106.0	106	36871	237	-106.0	106	36871	237	-106.0	106	36871
238	-137.0	137	37008	238	-137.0	137	37008	238	-137.0	137	37008	238	-137.0	137	37008	238	-137.0	137	37008	238	-137.0	137	37008	238	-137.0	137	37008	238	-137.0	137	37008	238	-137.0	137	37008	238	-137.0	137	37008	238	-137.0	137	37008	238	-137.0	137	37008	238	-137.0	137	37008
239	-107.0	107	37115	239	-107.0	107	37115	239	-107.0	107	37115	239	-107.0	107	37115	239	-107.0	107	37115	239	-107.0	107	37115	239	-107.0	107	37115	239	-107.0	107	37115	239	-107.0	107	37115	239	-107.0	107	37115	239	-107.0	107	37115	239	-107.0	107	37115	239	-107.0	107	37115
240	-136.0	136	37251	240	-136.0	136	37251	240	-136.0	136	37251	240	-136.0	136	37251	240	-136.0	136	37251	240	-136.0	136	37251	240	-136.0	136	37251	240	-136.0	136	37251	240	-136.0	136	37251	240	-136.0	136	37251	240	-136.0	136	37251	240	-136.0	136	37251	240	-136.0	136	37251
241	-134.0	134	37385	241	-134.0	134	37385	241	-134.0	134	37385	241	-134.0	134	37385	241	-134.0	134	37385	241	-134.0	134	37385	241	-134.0	134	37385	241	-134.0	134	37385	241	-134.0	134	37385	241	-134.0	134	37385	241	-134.0	134	37385	241	-134.0	134	37385	241	-134.0	134	37385
242	-107.0	107	37492	242	-107.0	107	37492	242	-107.0	107	37492	242	-107.0	107	37492	242	-107.0	107	37492	242	-107.0	107	37492	242	-107.0	107	37492	242	-107.0	107	37492	242	-107.0	107	37492	242	-107.0	107	37492	242	-107.0	107	37492	242	-107.0	107	37492	242	-107.0	107	37492
243	-113.0	113	37605	243	-113.0	113	37605	243	-113.0	113	37605	243	-113.0	113	37605	243	-113.0	113	37605	243	-113.0	113	37605	243	-113.0	113	37605	243	-113.0	113	37605	243	-113.0	113	37605	243	-113.0	113	37605	243	-113.0	113	37605	243	-113.0	113	37605	243	-113.0	113	37605
244	-105.0	105	37710	244	-105.0	105	37710	244	-105.0	105	37710	244	-105.0	105	37710	244	-105.0	105	37710	244	-105.0	105	37710	244	-105.0	105	37710	244	-105.0	105	37710	244	-105.0	105	37710	244	-105.0	105	37710	244	-105.0	105	37710	244	-105.0	105	37710	244	-105.0	105	37710
245	-138.0	138	37848	245	-138.0	138	37848	245	-138.0	138	37848	245	-138.0	138	37848	245	-138.0	138	37848	245	-138.0	138	37848	245	-138.0	138	37848	245	-138.0	138	37848	245	-138.0	138	37848	245	-138.0	138	37848	245	-138.0	138	37848	245	-138.0	138	37848	245	-138.0	138	37848
246	-104.0	104	37952	246	-104.0	104	37952	246	-104.0	104	37952	246	-104.0	104	37952	246	-104.0	104	37952	246	-104.0	104	37952	246	-104.0	104	37952	246	-104.0	104	37952	246	-104.0	104	37952	246	-104.0	104	37952	246	-104.0	104	37952	246	-104.0	104	37952	246	-104.0	104	37952
247	-90.0	90	38042	247	-90.0	90	38042	247	-90.0	90	38042	247	-90.0	90	38042	247	-90.0	90	38042	247	-90.0	90	38042	247	-90.0	90	38042	247	-90.0	90	38042	247	-90.0	90	38042	247	-90.0	90	38042	247	-90.0	90	38042	247	-90.0	90	38042	247	-90.0	90	38042
248	-105.0	105	38147	248	-105.0	105	38147	248	-105.0	105	38147	248	-105.0	105	38147	248	-105.0	105	38147	248	-105.0	105	38147	248	-105.0	105	38147	248	-105.0	105	38147	248	-105.0	105	38147	248	-105.0	105	38147	248	-105.0	105	38147	248	-105.0	105	38147	248	-105.0	105	38147
249	-147.0	147	38294	249	-147.0	147	38294	249	-147.0	147	38294	249	-147.0	147	38294	249	-147.0	147	38294	249	-147.0	147	38294	249	-147.0	147	38294	249	-147.0	147	38294	249	-147.0	147	38294	249	-147.0	147	38294	249	-147.0	147	38294	249	-147.0	147	38294	249	-147.0	147	38294
250	-138.0	138	38432	250	-138.0	138	38432	250	-138.0	138	38432	250	-138.0	138	38432	250	-138.0	138	38432	250	-138.0	138	38432	250	-138.0	138	38432	250	-138.0	138	38432	250	-138.0	138	38432	250	-138.0	138	38432	250	-138.0	138	38432	250	-138.0	138	38432	250	-138.0	138	38432
251	-104.0	104	38536	251	-104.0	104	38536	251	-104.0	104	38536	251	-104.0	104	38536	251	-104.0	104	38536	251	-104.0	104	38536	251	-104.0	104	38536	251	-104.0	104	38536	251	-104.0	104	38536	251	-104.0	104	38536	251	-104.0	104	38536	251	-104.0	104	38536	251	-104.0	104	38536
252	-130.0	130	38666	252	-130.0	130	38666	252	-130.0	130	38666	252	-130.0	130	38666	252	-130.0	130	38666	252	-130.0	130	38666	252	-130.0	130	38666	252	-130.0	130	38666	252	-130.0	130	38666	252	-130.0	130	38666	252	-130.0	130	38666	252	-130.0	130	38666	252	-130.0	130	38666
253	-155.0	155	38821	253	-155.0	155	38821	253	-155.0	155	38821	253	-155.0	155	38821	253	-155.0	155	38821	253	-155.0	155	38821	253	-155.0	155	38821	253	-155.0	155	38821	253	-155.0	155	38821	253	-155.0	155	38821	253	-155.0	155	38821	253	-155.0	155	38821	253	-155.0	155	38821
254	-137.0	137	38958	254	-137.0	137	38958	254	-137.0	137	38958	254	-137.0	137	38958	254	-137.0	137	38958	254	-137.0	137	38958	254	-137.0	137	38958	254	-137.0	137	38958	254	-137.0	137	38958	254	-137.0	137	38958	254	-137.0	137	38958	254	-137.0	137	38958	254	-137.0	137	38958
255	-113.0	113	39071	255	-113.0	113	39071	255	-113.0	113	39071	255	-113.0	113	39071	255	-113.0	113	39071	255	-113.0	113	39071	255	-113.0	113	39071	255	-113.0	113	39071	255	-113.0	113	39071	255	-113.0	113	39071	255	-113.0	113	39071	255	-113.0	113	39071	255	-113.0	113	39071
256	-131.0	131	39202	256	-131.0	131	39202	256	-131.0	131	39202	256	-131.0	131	39202	256	-131.0	131	39202	256	-131.0	131	39202	256	-131.0	131	39202	256	-131.0	131	39202	256	-131.0	131	39202	256	-131.0	131	39202	256	-131.0	131	39202	256	-131.0	131	39202	256	-131.0	131	39202
