Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305	133	-226	28	2305
134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318	134	-13	13	2318
135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335	135	-17	17	2335
136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348	136	-13	13	2348
137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361	137	-13	13	2361
138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374	138	-13	13	2374
139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395	139	-120	21	2395
140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410	140	-15	15	2410
141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423	141	-13	13	2423
142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436	142	-13	13	2436
143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451	143	-15	15	2451
144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465	144	-14	14	2465
145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495	145	-129	30	2495
146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520	146	-124	25	2520
147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535	147	-15	15	2535
148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550	148	-15	15	2550
149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563	149	-13	13	2563
150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587	150	-123	24	2587
151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600	151	-13	13	2600
152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613	152	-13	13	2613
153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628	153	-15	15	2628
154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643	154	-15	15	2643
155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658	155	-15	15	2658
156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679	156	-120	21	2679
157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695	157	-115	16	2695
158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708	158	-13	13	2708
159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723	159	-15	15	2723
160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736	160	-13	13	2736
161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749	161	-13	13	2749
162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763	162	-14	14	2763
163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776	163	-13	13	2776
164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816	164	-337	40	2816
165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829	165	-13	13	2829
166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845	166	-115	16	2845
167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860	167	-15	15	2860
168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888	168	-127	28	2888
169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901	169	-13	13	2901
170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917	170	-16	16	2917
171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932	171	-15	15	2932
172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958	172	-125	26	2958
173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989	173	-229	31	2989
174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002	174	-13	13	3002
175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023	175	-120	21	3023
176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043	176	-119	20	3043
177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058	177	-15	15	3058
178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075	178	-116	17	3075
179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090	179	-15	15	3090
180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105	180	-15	15	3105
181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118	181	-13	13	3118
182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147	182	-128	29	3147
183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166	183	-118	19	3166
184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184	184	-117	18	3184
185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208	185	-123	24	3208
186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223	186	-15	15	3223
187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236	187	-13	13	3236
188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251	188	-15	15	3251
189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264	189	-13	13	3264
190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281	190	-17	17	3281
191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295	191	-14	14	3295
192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309	192	-14	14	3309
193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322	193	-13	13	3322
194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336	194	-14	14	3336
195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351	195	-15	15	3351
196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365	196	-14	14	3365
197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390	197	-124	25	3390
198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403	198	-13	13	3403
199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420	199	-17	17	3420
