Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
212	-136.0	136	34628	212	-136.0	136	34628	212	-136.0	136	34628	212	-136.0	136	34628	212	-136.0	136	34628	212	-136.0	136	34628	212	-136.0	136	34628	212	-136.0	136	34628	212	-136.0	136	34628	212	-136.0	136	34628
213	-153.0	153	34781	213	-153.0	153	34781	213	-153.0	153	34781	213	-153.0	153	34781	213	-153.0	153	34781	213	-153.0	153	34781	213	-153.0	153	34781	213	-153.0	153	34781	213	-153.0	153	34781	213	-153.0	153	34781
214	-134.0	134	34915	214	-134.0	134	34915	214	-134.0	134	34915	214	-134.0	134	34915	214	-134.0	134	34915	214	-134.0	134	34915	214	-134.0	134	34915	214	-134.0	134	34915	214	-134.0	134	34915	214	-134.0	134	34915
215	-138.0	138	35053	215	-138.0	138	35053	215	-138.0	138	35053	215	-138.0	138	35053	215	-138.0	138	35053	215	-138.0	138	35053	215	-138.0	138	35053	215	-138.0	138	35053	215	-138.0	138	35053	215	-138.0	138	35053
216	-135.0	135	35188	216	-135.0	135	35188	216	-135.0	135	35188	216	-135.0	135	35188	216	-135.0	135	35188	216	-135.0	135	35188	216	-135.0	135	35188	216	-135.0	135	35188	216	-135.0	135	35188	216	-135.0	135	35188
217	-111.0	111	35299	217	-111.0	111	35299	217	-111.0	111	35299	217	-111.0	111	35299	217	-111.0	111	35299	217	-111.0	111	35299	217	-111.0	111	35299	217	-111.0	111	35299	217	-111.0	111	35299	217	-111.0	111	35299
218	-135.0	135	35434	218	-135.0	135	35434	218	-135.0	135	35434	218	-135.0	135	35434	218	-135.0	135	35434	218	-135.0	135	35434	218	-135.0	135	35434	218	-135.0	135	35434	218	-135.0	135	35434	218	-135.0	135	35434
219	-136.0	136	35570	219	-136.0	136	35570	219	-136.0	136	35570	219	-136.0	136	35570	219	-136.0	136	35570	219	-136.0	136	35570	219	-136.0	136	35570	219	-136.0	136	35570	219	-136.0	136	35570	219	-136.0	136	35570
220	-135.0	135	35705	220	-135.0	135	35705	220	-135.0	135	35705	220	-135.0	135	35705	220	-135.0	135	35705	220	-135.0	135	35705	220	-135.0	135	35705	220	-135.0	135	35705	220	-135.0	135	35705	220	-135.0	135	35705
221	-145.0	145	35850	221	-145.0	145	35850	221	-145.0	145	35850	221	-145.0	145	35850	221	-145.0	145	35850	221	-145.0	145	35850	221	-145.0	145	35850	221	-145.0	145	35850	221	-145.0	145	35850	221	-145.0	145	35850
222	-135.0	135	35985	222	-135.0	135	35985	222	-135.0	135	35985	222	-135.0	135	35985	222	-135.0	135	35985	222	-135.0	135	35985	222	-135.0	135	35985	222	-135.0	135	35985	222	-135.0	135	35985	222	-135.0	135	35985
223	-134.0	134	36119	223	-134.0	134	36119	223	-134.0	134	36119	223	-134.0	134	36119	223	-134.0	134	36119	223	-134.0	134	36119	223	-134.0	134	36119	223	-134.0	134	36119	223	-134.0	134	36119	223	-134.0	134	36119
224	-137.0	137	36256	224	-137.0	137	36256	224	-137.0	137	36256	224	-137.0	137	36256	224	-137.0	137	36256	224	-137.0	137	36256	224	-137.0	137	36256	224	-137.0	137	36256	224	-137.0	137	36256	224	-137.0	137	36256
225	-108.0	108	36364	225	-108.0	108	36364	225	-108.0	108	36364	225	-108.0	108	36364	225	-108.0	108	36364	225	-108.0	108	36364	225	-108.0	108	36364	225	-108.0	108	36364	225	-108.0	108	36364	225	-108.0	108	36364
226	-141.0	141	36505	226	-141.0	141	36505	226	-141.0	141	36505	226	-141.0	141	36505	226	-141.0	141	36505	226	-141.0	141	36505	226	-141.0	141	36505	226	-141.0	141	36505	226	-141.0	141	36505	226	-141.0	141	36505
227	-106.0	106	36611	227	-106.0	106	36611	227	-106.0	106	36611	227	-106.0	106	36611	227	-106.0	106	36611	227	-106.0	106	36611	227	-106.0	106	36611	227	-106.0	106	36611	227	-106.0	106	36611	227	-106.0	106	36611
228	-134.0	134	36745	228	-134.0	134	36745	228	-134.0	134	36745	228	-134.0	134	36745	228	-134.0	134	36745	228	-134.0	134	36745	228	-134.0	134	36745	228	-134.0	134	36745	228	-134.0	134	36745	228	-134.0	134	36745
229	-134.0	134	36879	229	-134.0	134	36879	229	-134.0	134	36879	229	-134.0	134	36879	229	-134.0	134	36879	229	-134.0	134	36879	229	-134.0	134	36879	229	-134.0	134	36879	229	-134.0	134	36879	229	-134.0	134	36879
230	-135.0	135	37014	230	-135.0	135	37014	230	-135.0	135	37014	230	-135.0	135	37014	230	-135.0	135	37014	230	-135.0	135	37014	230	-135.0	135	37014	230	-135.0	135	37014	230	-135.0	135	37014	230	-135.0	135	37014
231	-113.0	113	37127	231	-113.0	113	37127	231	-113.0	113	37127	231	-113.0	113	37127	231	-113.0	113	37127	231	-113.0	113	37127	231	-113.0	113	37127	231	-113.0	113	37127	231	-113.0	113	37127	231	-113.0	113	37127
232	-134.0	134	37261	232	-134.0	134	37261	232	-134.0	134	37261	232	-134.0	134	37261	232	-134.0	134	37261	232	-134.0	134	37261	232	-134.0	134	37261	232	-134.0	134	37261	232	-134.0	134	37261	232	-134.0	134	37261
233	-134.0	134	37395	233	-134.0	134	37395	233	-134.0	134	37395	233	-134.0	134	37395	233	-134.0	134	37395	233	-134.0	134	37395	233	-134.0	134	37395	233	-134.0	134	37395	233	-134.0	134	37395	233	-134.0	134	37395
234	-204.0	204	37599	234	-204.0	204	37599	234	-204.0	204	37599	234	-204.0	204	37599	234	-204.0	204	37599	234	-204.0	204	37599	234	-204.0	204	37599	234	-204.0	204	37599	234	-204.0	204	37599	234	-204.0	204	37599
235	-137.0	137	37736	235	-137.0	137	37736	235	-137.0	137	37736	235	-137.0	137	37736	235	-137.0	137	37736	235	-137.0	137	37736	235	-137.0	137	37736	235	-137.0	137	37736	235	-137.0	137	37736	235	-137.0	137	37736
236	-111.0	111	37847	236	-111.0	111	37847	236	-111.0	111	37847	236	-111.0	111	37847	236	-111.0	111	37847	236	-111.0	111	37847	236	-111.0	111	37847	236	-111.0	111	37847	236	-111.0	111	37847	236	-111.0	111	37847
237	-167.0	167	38014	237	-167.0	167	38014	237	-167.0	167	38014	237	-167.0	167	38014	237	-167.0	167	38014	237	-167.0	167	38014	237	-167.0	167	38014	237	-167.0	167	38014	237	-167.0	167	38014	237	-167.0	167	38014
238	-141.0	141	38155	238	-141.0	141	38155	238	-141.0	141	38155	238	-141.0	141	38155	238	-141.0	141	38155	238	-141.0	141	38155	238	-141.0	141	38155	238	-141.0	141	38155	238	-141.0	141	38155	238	-141.0	141	38155
239	-174.0	174	38329	239	-174.0	174	38329	239	-174.0	174	38329	239	-174.0	174	38329	239	-174.0	174	38329	239	-174.0	174	38329	239	-174.0	174	38329	239	-174.0	174	38329	239	-174.0	174	38329	239	-174.0	174	38329
240	-143.0	143	38472	240	-143.0	143	38472	240	-143.0	143	38472	240	-143.0	143	38472	240	-143.0	143	38472	240	-143.0	143	38472	240	-143.0	143	38472	240	-143.0	143	38472	240	-143.0	143	38472	240	-143.0	143	38472
241	-130.0	130	38602	241	-130.0	130	38602	241	-130.0	130	38602	241	-130.0	130	38602	241	-130.0	130	38602	241	-130.0	130	38602	241	-130.0	130	38602	241	-130.0	130	38602	241	-130.0	130	38602	241	-130.0	130	38602
242	-130.0	130	38732	242	-130.0	130	38732	242	-130.0	130	38732	242	-130.0	130	38732	242	-130.0	130	38732	242	-130.0	130	38732	242	-130.0	130	38732	242	-130.0	130	38732	242	-130.0	130	38732	242	-130.0	130	38732
243	-131.0	131	38863	243	-131.0	131	38863	243	-131.0	131	38863	243	-131.0	131	38863	243	-131.0	131	38863	243	-131.0	131	38863	243	-131.0	131	38863	243	-131.0	131	38863	243	-131.0	131	38863	243	-131.0	131	38863
244	-135.0	135	38998	244	-135.0	135	38998	244	-135.0	135	38998	244	-135.0	135	38998	244	-135.0	135	38998	244	-135.0	135	38998	244	-135.0	135	38998	244	-135.0	135	38998	244	-135.0	135	38998	244	-135.0	135	38998
245	-136.0	136	39134	245	-136.0	136	39134	245	-136.0	136	39134	245	-136.0	136	39134	245	-136.0	136	39134	245	-136.0	136	39134	245	-136.0	136	39134	245	-136.0	136	39134	245	-136.0	136	39134	245	-136.0	136	39134
246	-133.0	133	39267	246	-133.0	133	39267	246	-133.0	133	39267	246	-133.0	133	39267	246	-133.0	133	39267	246	-133.0	133	39267	246	-133.0	133	39267	246	-133.0	133	39267	246	-133.0	133	39267	246	-133.0	133	39267
247	-137.0	137	39404	247	-137.0	137	39404	247	-137.0	137	39404	247	-137.0	137	39404	247	-137.0	137	39404	247	-137.0	137	39404	247	-137.0	137	39404	247	-137.0	137	39404	247	-137.0	137	39404	247	-137.0	137	39404
248	-137.0	137	39541	248	-137.0	137	39541	248	-137.0	137	39541	248	-137.0	137	39541	248	-137.0	137	39541	248	-137.0	137	39541	248	-137.0	137	39541	248	-137.0	137	39541	248	-137.0	137	39541	248	-137.0	137	39541
249	-137.0	137	39678	249	-137.0	137	39678	249	-137.0	137	39678	249	-137.0	137	39678	249	-137.0	137	39678	249	-137.0	137	39678	249	-137.0	137	39678	249	-137.0	137	39678	249	-137.0	137	39678	249	-137.0	137	39678
250	-155.0	155	39833	250	-155.0	155	39833	250	-155.0	155	39833	250	-155.0	155	39833	250	-155.0	155	39833	250	-155.0	155	39833	250	-155.0	155	39833	250	-155.0	155	39833	250	-155.0	155	39833	250	-155.0	155	39833
251	-186.0	186	40019	251	-186.0	186	40019	251	-186.0	186	40019	251	-186.0	186	40019	251	-186.0	186	40019	251	-186.0	186	40019	251	-186.0	186	40019	251	-186.0	186	40019	251	-186.0	186	40019	251	-186.0	186	40019
252	-139.0	139	40158	252	-139.0	139	40158	252	-139.0	139	40158	252	-139.0	139	40158	252	-139.0	139	40158	252	-139.0	139	40158	252	-139.0	139	40158	252	-139.0	139	40158	252	-139.0	139	40158	252	-139.0	139	40158
253	-134.0	134	40292	253	-134.0	134	40292	253	-134.0	134	40292	253	-134.0	134	40292	253	-134.0	134	40292	253	-134.0	134	40292	253	-134.0	134	40292	253	-134.0	134	40292	253	-134.0	134	40292	253	-134.0	134	40292
254	-138.0	138	40430	254	-138.0	138	40430	254	-138.0	138	40430	254	-138.0	138	40430	254	-138.0	138	40430	254	-138.0	138	40430	254	-138.0	138	40430	254	-138.0	138	40430	254	-138.0	138	40430	254	-138.0	138	40430
255	-214.0	214	40644	255	-214.0	214	40644	255	-214.0	214	40644	255	-214.0	214	40644	255	-214.0	214	40644	255	-214.0	214	40644	255	-214.0	214	40644	255	-214.0	214	40644	255	-214.0	214	40644	255	-214.0	214	40644
256	-143.0	143	40787	256	-143.0	143	40787	256	-143.0	143	40787	256	-143.0	143	40787	256	-143.0	143	40787	256	-143.0	143	40787	256	-143.0	143	40787	256	-143.0	143	40787	256	-143.0	143	40787	256	-143.0	143	40787
257	-141.0	141	40928	257	-141.0	141	40928	257	-141.0	141	40928	257	-141.0	141	40928	257	-141.0	141	40928	257	-141.0	141	40928	257	-141.0	141	40928	257	-141.0	141	40928	257	-141.0	141	40928	257	-141.0	141	40928
258	-139.0	139	41067	258	-139.0	139	41067	258	-139.0	139	41067	258	-139.0	139	41067	258	-139.0	139	41067	258	-139.0	139	41067	258	-139.0	139	41067	258	-139.0	139	41067	258	-139.0	139	41067	258	-139.0	139	41067
259	-186.0	186	41253	259	-186.0	186	41253	259	-186.0	186	41253	259	-186.0	186	41253	259	-186.0	186	41253	259	-186.0	186	41253	259	-186.0	186	41253	259	-186.0	186	41253	259	-186.0	186	41253	259	-186.0	186	41253
260	-107.0	107	41360	260	-107.0	107	41360	260	-107.0	107	41360	260	-107.0	107	41360	260	-107.0	107	41360	260	-107.0	107	41360	260	-107.0	107	41360	260	-107.0	107	41360	260	-107.0	107	41360	260	-107.0	107	41360
261	-136.0	136	41496	261	-136.0	136	41496	261	-136.0	136	41496	261	-136.0	136	41496	261	-136.0	136	41496	261	-136.0	136	41496	261	-136.0	136	41496	261	-136.0	136	41496	261	-136.0	136	41496	261	-136.0	136	41496
262	-107.0	107	41603	262	-107.0	107	41603	262	-107.0	107	41603	262	-107.0	107	41603	262	-107.0	107	41603	262	-107.0	107	41603	262	-107.0	107	41603	262	-107.0	107	41603	262	-107.0	107	41603	262	-107.0	107	41603
263	-108.0	108	41711	263	-108.0	108	41711	263	-108.0	108	41711	263	-108.0	108	41711	263	-108.0	108	41711	263	-108.0	108	41711	263	-108.0	108	41711	263	-108.0	108	41711	263	-108.0	108	41711	263	-108.0	108	41711
264	-136.0	136	41847	264	-136.0	136	41847	264	-136.0	136	41847	264	-136.0	136	41847	264	-136.0	136	41847	264	-136.0	136	41847	264	-136.0	136	41847	264	-136.0	136	41847	264	-136.0	136	41847	264	-136.0	136	41847
265	-137.0	137	41984	265	-137.0	137	41984	265	-137.0	137	41984	265	-137.0	137	41984	265	-137.0	137	41984	265	-137.0	137	41984	265	-137.0	137	41984	265	-137.0	137	41984	265	-137.0	137	41984	265	-137.0	137	41984
266	-108.0	108	42092	266	-108.0	108	42092	266	-108.0	108	42092	266	-108.0	108	42092	266	-108.0	108	42092	266	-108.0	108	42092	266	-108.0	108	42092	266	-108.0	108	42092	266	-108.0	108	42092	266	-108.0	108	42092
267	-111.0	111	42203	267	-111.0	111	42203	267	-111.0	111	42203	267	-111.0	111	42203	267	-111.0	111	42203	267	-111.0	111	42203	267	-111.0	111	42203	267	-111.0	111	42203	267	-111.0	111	42203	267	-111.0	111	42203
268	-109.0	109	42312	268	-109.0	109	42312	268	-109.0	109	42312	268	-109.0	109	42312	268	-109.0	109	42312	268	-109.0	109	42312	268	-109.0	109	42312	268	-109.0	109	42312	268	-109.0	109	42312	268	-109.0	109	42312
269	-109.0	109	42421	269	-109.0	109	42421	269	-109.0	109	42421	269	-109.0	109	42421	269	-109.0	109	42421	269	-109.0	109	42421	269	-109.0	109	42421	269	-109.0	109	42421	269	-109.0	109	42421	269	-109.0	109	42421
270	-108.0	108	42529	270	-108.0	108	42529	270	-108.0	108	42529	270	-108.0	108	42529	270	-108.0	108	42529	270	-108.0	108	42529	270	-108.0	108	42529	270	-108.0	108	42529	270	-108.0	108	42529	270	-108.0	108	42529
271	-108.0	108	42637	271	-108.0	108	42637	271	-108.0	108	42637	271	-108.0	108	42637	271	-108.0	108	42637	271	-108.0	108	42637	271	-108.0	108	42637	271	-108.0	108	42637	271	-108.0	108	42637	271	-108.0	108	42637
272	-108.0	108	42745	272	-108.0	108	42745	272	-108.0	108	42745	272	-108.0	108	42745	272	-108.0	108	42745	272	-108.0	108	42745	272	-108.0	108	42745	272	-108.0	108	42745	272	-108.0	108	42745	272	-108.0	108	42745
273	-108.0	108	42853	273	-108.0	108	42853	273	-108.0	108	42853	273	-108.0	108	42853	273	-108.0	108	42853	273	-108.0	108	42853	273	-108.0	108	42853	273	-108.0	108	42853	273	-108.0	108	42853	273	-108.0	108	42853
274	-108.0	108	42961	274	-108.0	108	42961	274	-108.0	108	42961	274	-108.0	108	42961	274	-108.0	108	42961	274	-108.0	108	42961	274	-108.0	108	42961	274	-108.0	108	42961	274	-108.0	108	42961	274	-108.0	108	42961
275	-137.0	137	43098	275	-137.0	137	43098	275	-137.0	137	43098	275	-137.0	137	43098	275	-137.0	137	43098	275	-137.0	137	43098	275	-137.0	137	43098	275	-137.0	137	43098	275	-137.0	137	43098	275	-137.0	137	43098
276	-111.0	111	43209	276	-111.0	111	43209	276	-111.0	111	43209	276	-111.0	111	43209	276	-111.0	111	43209	276	-111.0	111	43209	276	-111.0	111	43209	276	-111.0	111	43209	276	-111.0	111	43209	276	-111.0	111	43209
277	-144.0	144	43353	277	-144.0	144	43353	277	-144.0	144	43353	277	-144.0	144	43353	277	-144.0	144	43353	277	-144.0	144	43353	277	-144.0	144	43353	277	-144.0	144	43353	277	-144.0	144	43353	277	-144.0	144	43353
278	-132.0	132	43485	278	-132.0	132	43485	278	-132.0	132	43485	278	-132.0	132	43485	278	-132.0	132	43485	278	-132.0	132	43485	278	-132.0	132	43485	278	-132.0	132	43485	278	-132.0	132	43485	278	-132.0	132	43485
279	-113.0	113	43598	279	-113.0	113	43598	279	-113.0	113	43598	279	-113.0	113	43598	279	-113.0	113	43598	279	-113.0	113	43598	279	-113.0	113	43598	279	-113.0	113	43598	279	-113.0	113	43598	279	-113.0	113	43598
280	-138.0	138	43736	280	-138.0	138	43736	280	-138.0	138	43736	280	-138.0	138	43736	280	-138.0	138	43736	280	-138.0	138	43736	280	-138.0	138	43736	280	-138.0	138	43736	280	-138.0	138	43736	280	-138.0	138	43736
281	-138.0	138	43874	281	-138.0	138	43874	281	-138.0	138	43874	281	-138.0	138	43874	281	-138.0	138	43874	281	-138.0	138	43874	281	-138.0	138	43874	281	-138.0	138	43874	281	-138.0	138	43874	281	-138.0	138	43874
282	-106.0	106	43980	282	-106.0	106	43980	282	-106.0	106	43980	282	-106.0	106	43980	282	-106.0	106	43980	282	-106.0	106	43980	282	-106.0	106	43980	282	-106.0	106	43980	282	-106.0	106	43980	282	-106.0	106	43980
283	-141.0	141	44121	283	-141.0	141	44121	283	-141.0	141	44121	283	-141.0	141	44121	283	-141.0	141	44121	283	-141.0	141	44121	283	-141.0	141	44121	283	-141.0	141	44121	283	-141.0	141	44121	283	-141.0	141	44121
284	-141.0	141	44262	284	-141.0	141	44262	284	-141.0	141	44262	284	-141.0	141	44262	284	-141.0	141	44262	284	-141.0	141	44262	284	-141.0	141	44262	284	-141.0	141	44262	284	-141.0	141	44262	284	-141.0	141	44262
285	-138.0	138	44400	285	-138.0	138	44400	285	-138.0	138	44400	285	-138.0	138	44400	285	-138.0	138	44400	285	-138.0	138	44400	285	-138.0	138	44400	285	-138.0	138	44400	285	-138.0	138	44400	285	-138.0	138	44400
286	-116.0	116	44516	286	-116.0	116	44516	286	-116.0	116	44516	286	-116.0	116	44516	286	-116.0	116	44516	286	-116.0	116	44516	286	-116.0	116	44516	286	-116.0	116	44516	286	-116.0	116	44516	286	-116.0	116	44516
287	-109.0	109	44625	287	-109.0	109	44625	287	-109.0	109	44625	287	-109.0	109	44625	287	-109.0	109	44625	287	-109.0	109	44625	287	-109.0	109	44625	287	-109.0	109	44625	287	-109.0	109	44625	287	-109.0	109	44625
288	-114.0	114	44739	288	-114.0	114	44739	288	-114.0	114	44739	288	-114.0	114	44739	288	-114.0	114	44739	288	-114.0	114	44739	288	-114.0	114	44739	288	-114.0	114	44739	288	-114.0	114	44739	288	-114.0	114	44739
289	-114.0	114	44853	289	-114.0	114	44853	289	-114.0	114	44853	289	-114.0	114	44853	289	-114.0	114	44853	289	-114.0	114	44853	289	-114.0	114	44853	289	-114.0	114	44853	289	-114.0	114	44853	289	-114.0	114	44853
290	-110.0	110	44963	290	-110.0	110	44963	290	-110.0	110	44963	290	-110.0	110	44963	290	-110.0	110	44963	290	-110.0	110	44963	290	-110.0	110	44963	290	-110.0	110	44963	290	-110.0	110	44963	290	-110.0	110	44963
291	-111.0	111	45074	291	-111.0	111	45074	291	-111.0	111	45074	291	-111.0	111	45074	291	-111.0	111	45074	291	-111.0	111	45074	291	-111.0	111	45074	291	-111.0	111	45074	291	-111.0	111	45074	291	-111.0	111	45074
292	-137.0	137	45211	292	-137.0	137	45211	292	-137.0	137	45211	292	-137.0	137	45211	292	-137.0	137	45211	292	-137.0	137	45211	292	-137.0	137	45211	292	-137.0	137	45211	292	-137.0	137	45211	292	-137.0	137	45211
293	-212.0	212	45423	293	-212.0	212	45423	293	-212.0	212	45423	293	-212.0	212	45423	293	-212.0	212	45423	293	-212.0	212	45423	293	-212.0	212	45423	293	-212.0	212	45423	293	-212.0	212	45423	293	-212.0	212	45423
294	-137.0	137	45560	294	-137.0	137	45560	294	-137.0	137	45560	294	-137.0	137	45560	294	-137.0	137	45560	294	-137.0	137	45560	294	-137.0	137	45560	294	-137.0	137	45560	294	-137.0	137	45560	294	-137.0	137	45560
295	-110.0	110	45670	295	-110.0	110	45670	295	-110.0	110	45670	295	-110.0	110	45670	295	-110.0	110	45670	295	-110.0	110	45670	295	-110.0	110	45670	295	-110.0	110	45670	295	-110.0	110	45670	295	-110.0	110	45670
296	-113.0	113	45783	296	-113.0	113	45783	296	-113.0	113	45783	296	-113.0	113	45783	296	-113.0	113	45783	296	-113.0	113	45783	296	-113.0	113	45783	296	-113.0	113	45783	296	-113.0	113	45783	296	-113.0	113	45783
297	-111.0	111	45894	297	-111.0	111	45894	297	-111.0	111	45894	297	-111.0	111	45894	297	-111.0	111	45894	297	-111.0	111	45894	297	-111.0	111	45894	297	-111.0	111	45894	297	-111.0	111	45894	297	-111.0	111	45894
298	-110.0	110	46004	298	-110.0	110	46004	298	-110.0	110	46004	298	-110.0	110	46004	298	-110.0	110	46004	298	-110.0	110	46004	298	-110.0	110	46004	298	-110.0	110	46004	298	-110.0	110	46004	298	-110.0	110	46004
299	-109.0	109	46113	299	-109.0	109	46113	299	-109.0	109	46113	299	-109.0	109	46113	299	-109.0	109	46113	299	-109.0	109	46113	299	-109.0	109	46113	299	-109.0	109	46113	299	-109.0	109	46113	299	-109.0	109	46113
